Iteration	fx (deg^2)			X[km]			Y[Km]			Z[km]		Vx[km]		Vy[Km]		Vz[km]

	60	2.057715e-05			13067.465069			-7400.911047			21781.531445		2.137188		3.243760		-0.184896
	61	2.057446e-05			13067.464082			-7400.909610			21781.533903		2.137188		3.243760		-0.184897
	62	2.054725e-05			13067.466958			-7400.910468			21781.533603		2.137187		3.243760		-0.184897
	63	2.054481e-05			13067.466071			-7400.908913			21781.536037		2.137187		3.243760		-0.184897
	64	2.051989e-05			13067.468927			-7400.909812			21781.535629		2.137187		3.243760		-0.184897
	65	2.051815e-05			13067.467858			-7400.908394			21781.538075		2.137187		3.243760		-0.184898
	66	2.049602e-05			13067.470656			-7400.909412			21781.537532		2.137186		3.243760		-0.184898
	67	2.049310e-05			13067.469982			-7400.907650			21781.539898		2.137186		3.243759		-0.184898
	68	2.047282e-05			13067.472700			-7400.908879			21781.539364		2.137186		3.243759		-0.184898
	69	2.046759e-05			13067.472287			-7400.906998			21781.541699		2.137186		3.243759		-0.184898
	70	2.044916e-05			13067.474793			-7400.908096			21781.541567		2.137186		3.243759		-0.184899
	71	2.043775e-05			13067.474952			-7400.906481			21781.544107		2.137185		3.243759		-0.184899
	72	2.042686e-05			13067.477243			-7400.907616			21781.543900		2.137185		3.243759		-0.184899
	73	2.040781e-05			13067.478550			-7400.906117			21781.546132		2.137184		3.243759		-0.184899
	74	2.040267e-05			13067.479997			-7400.906688			21781.546719		2.137184		3.243759		-0.184900
	75	2.038005e-05			13067.482143			-7400.905715			21781.548533		2.137184		3.243759		-0.184900
	76	2.038005e-05			13067.482143			-7400.905715			21781.548533		2.137184		3.243759		-0.184900
	77	2.037957e-05			13067.482183			-7400.904979			21781.549806		2.137184		3.243759		-0.184900
	78	2.036680e-05			13067.483583			-7400.905077			21781.550317		2.137183		3.243759		-0.184900
	79	2.036680e-05			13067.483583			-7400.905077			21781.550317		2.137183		3.243759		-0.184900
	80	2.036680e-05			13067.483583			-7400.905077			21781.550317		2.137183		3.243759		-0.184900
	81	2.036680e-05			13067.483583			-7400.905077			21781.550317		2.137183		3.243759		-0.184900
